PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"1303059","Arnstberg, Karl-Olov (Nordiska museet [877150])","Samhälle och sårbarhet : reflektioner från ett kulturanalytiskt perspektiv","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","11","38","1985","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1559","1a399c83-6ec6-4262-9aab-6b0fa28eccbd","","Samhället","Etnologi (60503)","Etnologi","","","","","","","","","","","","","","","","2019-04-08","2019-04-08","2019-04-09"
"1203243","Palme, Sven Ulric (Nordiska museet [877150])","Samhället och barnen på änglamakerskornas tid","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","47","62","1971","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","91 7108 052 X","","","","","","","urn:nbn:se:nordiskamuseet:diva-123","834aadb1-9fd1-4d7b-ada3-3848b1e85619","","Barndomen;Barnamord","Etnologi (60503)","Sociala och kulturella identiteter","","","","","","","","","","","","","","","","2018-05-02","2018-05-02","2019-03-18"
"1233981","Klein, Ernst (Nordiska museet [877150])","Samhällssyn på Engelbrektstiden : en skrivares bildkommentarer till landslagen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","73","86","1935","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-372","b6c7606d-c5d7-4a27-8c17-00820377f193","","lag och moral","Etnologi (60503)","Sociala och kulturella identiteter","","","","","","","","","","","","","","","","2018-07-20","2018-07-20","2018-11-06"
"1345221","Silvén, Eva (Nordiska museet [877150])","Samiska scener och scenerier","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","För Sápmi i tiden","121","137","2008","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1945","7cbacc5d-dd2b-4335-a58e-61918c3e9ba5","","Samer","Annan humaniora (605)","Museologi;Nordiska museet","","","","","","","","","","","","","","","","2019-08-23","2019-08-23","2019-08-23"
"1320581","Hamilton, Ulf (Nordiska museet [877150])","Samlare och kalenderbitare","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Idrottens själ","216","235","2000","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1786","4cbd5bb1-558f-4416-b714-ba90f14cbf8c","","Samlarbilder;Idrott","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-06-05","2019-06-05","2019-06-12"
"1334461","Fouganthine, Anna","Samlarna samlas","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Brokiga samlingars bostad","235","245","2007","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1893","1f696cc5-a2f5-4f0b-ac73-32f32d6d1622","","Samlarverksamhet","Annan humaniora (605)","Insamling och samlingsvård","","","","","","","","","","","","","","","","2019-07-02","2019-07-02","2019-07-05"
"1334419","Hillström, Magdalena","Samlingar i oändlighet!","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Brokiga samlingars bostad","66","78","2007","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1882","a716c74a-6620-46cc-87bb-4915c50fae6c","","Nordiska museet","Annan humaniora (605)","Nordiska museet: Historia","","","","","","","","","","","","","","","","2019-07-02","2019-07-02","2019-07-05"
"1334460","Ekström, Karin M.","Samlingars värden : om ting och människor i konsumtionssamhället","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Brokiga samlingars bostad","221","234","2007","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1892","97b2eff7-b6ae-4d2f-8a86-508509d314cc","","Samlarverksamhet","Annan humaniora (605)","Insamling och samlingsvård;Museologi","","","","","","","","","","","","","","","","2019-07-02","2019-07-02","2019-07-05"
"1233807","Nyman, Thure (Nordiska museet [877150])","Samuel Hoffmeister","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","6","15","1930","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-329","c41edb9e-5b99-4333-9703-e625f10e42bf","","Porträttkonst","Bildkonst (60401)","Kulturhistoria","","","","","","","","","","","","","","","","2018-07-19","2018-07-19","2018-11-07"
"1233413","Blees, Jakob (Nordiska museet [877150])","Sankt Martinsdagens firande : i Nuckö-Rickholz i Estland.","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden från Nordiska Museet : 1897","116","121","1898","","","Stockholm","Nordiska museet","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-267","47c5f91f-2e1e-4358-bf15-1a706be3b488","","Högtider","Etnologi (60503)","Livets och årets högtider","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-21"
"1341493","Eldvik, Berit (Nordiska museet [877150])","Schalen - ett modeplagg","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Modemedvetna museer","114","127","2010","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1930","e55357c7-00bb-4c99-b63e-33bb66654baf","","Sjalar","Annan humaniora (605)","Dräkt och textil","","","","","","","","","","","","","","","","2019-08-08","2019-08-08","2019-08-21"
"1322582","Landin, Mats (Nordiska museet [877150])","Se gröten","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Gott om mat","163","166","2001","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1811","43a6113c-3bbc-46c1-9ddd-726a035a3f4f","","Gröt","Annan humaniora (605)","Mat och dryck","","","","","","","","","","","","","","","","2019-06-11","2019-06-11","2019-06-12"
"1364932","Kristensson, Karolina (Nordiska museet [877150]);Fredriksson, Emma (Nordiska museet [877150])","Se ut : en fotoessä","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Se åldern","180","195","2015","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2101","fbc2ec24-545b-40a9-a6cb-d27c1baa618b","","Fotografi;Samtidsdokumentation","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-10-23","2019-10-23","2019-10-24"
"1361877","Carlsson, Anders (Nordiska museet [877150])","Se åldern : en inledning","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Se åldern","7","10","2015","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2085","c05c65be-55d0-4ba3-9c97-e9795780a38b","","Åldrandet","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-10-17","2019-10-17","2019-10-24"
"1239977","Reimer, Ludvig (Nordiska museet [877150])","Seder och bruk i Albo härad i början av 1800-talet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","208","219","1908","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-582","37eaeb97-69f8-431c-98e6-64496613eec3","","Kläder;Bostäder;Vardagsliv","Etnologi (60503)","Seder och bruk","","","","","","","","","","","","","","","","2018-08-20","2018-08-20","2018-11-19"
"1233174","Lundquist, Aurore (Nordiska museet [877150])","Seder och bruk i Julita socken i Södermanland : anteckningar gjorda år 1890","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden : 1889","27","34","1891","","","Stockholm","Samfundet för Nordiska museets främjande","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-225","73587633-7da0-46f1-80b2-6bd0c6be210b","","Julitta","Etnologi (60503)","Seder och bruk","","","","","","","","","","","","","","","","2018-07-16","2018-07-16","2018-11-22"
"1243249","Keyland, Nils (Nordiska museet [877150])","Seder och bruk vid dödsfall och begravning i Västra Värmland","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","94","108","1923","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-701","672c7c52-a52e-4550-9bac-4855947efc60","","Begravning;Begravningsseder","Etnologi (60503)","Livets och årets högtider;Seder och bruk","","","","","","","","","","","","","","","","2018-08-30","2018-08-30","2018-11-14"
"1234104","Hammarstedt, Nils Edvard (Nordiska museet [877150])","Seder vid åkerbruk och boskapsskötsel, som härleda sig från jakt och fångstriter","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","40","50","1927","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-385","10cb1182-cb24-49a9-933d-8202ea76c1d4","","Jakt;Fiske;Boskapsskötsel;Jordbruk","Etnologi (60503)","Näringar och arbetsliv;Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2018-07-23","2018-07-23","2018-11-13"
"1242499","Wallin, Sigurd (Nordiska museet [877150])","Sengustavianska möbler från sydsverige eller Danmark","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","140","149","1925","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-684","18831580-be78-4827-96d3-a541efb07b00","","Möbler;Gustaviansk stil","Etnologi (60503)","Hem och bostad","","","","","","","","","","","","","","","","2018-08-28","2018-08-28","2018-11-13"
"1245696","Keyland, Nils (Nordiska museet [877150])","Sentrådsspinning, tenndragning och bältsmyckegjutning hos lapparna i Norra Jämtland","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","145","177","1920","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-767","fb50509c-a036-4d4c-9f89-8c8ff7461a2e","","Tennarbeten","Etnologi (60503)","Dräkt och textil;Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-09-05","2018-09-05","2018-11-14"
"1289874","Liedgren, Rut (Nordiska museet [877150])","Severin Nilson som fotograf","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","7","24","1958","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1156","73f53947-d68d-421d-8843-fed0fab469c7","","Fotografer;Severin Nilson","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-02-19","2019-02-19","2019-02-25"
"1346373","Rosengren, Annette (Nordiska museet [877150])","Signe Svärd","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Amatörfotografernas värld","212","217","2009","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1978","ea578aa5-4ab7-4472-9d08-70685affa25d","","Amatörfotografer;Amatörfotografi;Fotografi;Fotoalbum;Signe Svärd","Annan humaniora (605)","Kulturhistoria;Vardagsliv och berättande","","","","","","","","","","","","","","","","2019-08-27","2019-08-27","2019-08-28"
"1232786","Wistrand, Per Gustaf (Nordiska museet [877150])","Signelse eller läsning mot svartsjuka","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden : 1888","31","","1890","","","Stockholm","Samfundet för Nordiska museets främjande","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-221","c4d6d532-63ec-47e4-a743-4dd65dea9957","","Folktro","Etnologi (60503)","Seder och bruk","","","","","","","","","","","","","","","","2018-07-12","2018-07-12","2018-11-22"
"1233395","Wistrand, Per Gustaf (Nordiska museet [877150])","Signelser från Småland : antecknade under några på Nordiska museets bekostnad företagna resor 1879 och 1880","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden från Nordiska museet : 1897","15","50","1898","","","Stockholm","Nordiska museet","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-262","ed2b350a-2160-455c-84a1-144bb81736df","","Folktro;Småland","Etnologi (60503)","Seder och bruk","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-21"
"1296546","Svensson, Sigfrid (Nordiska museet [877150])","Sigurd Erixon och Sigurd Wallin : forskare, museimän, personligheter","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","231","238","1969","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1404","04e5707f-5f9a-4593-8d7d-b473881b3644","","Sigurd Erixon;Sigurd Wallin","Annan humaniora (605)","Museologi","","","","","","","","","","","","","","","","2019-03-15","2019-03-15","2019-03-15"
"1235596","Granlund, John (Nordiska museet [877150])","Sikfesten i Kukkola : en fiskfest med forntida anor","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","59","76","1940","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-532","e0b396db-5bbd-4052-b3da-898cadd658c6","","Fiske;Fester","Etnologi (60503)","Mat och dryck;Livets och årets högtider;Seder och bruk;Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2018-07-26","2018-07-26","2018-11-05"
"1282502","Manker, Ernst (Nordiska museet [877150])","Silbonah : några fältanteckningar från Rödingsträsk 1949","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och SKansens årsbok","199","212","1950","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1043","a6d0664b-bcd7-44c2-9fc4-23b41abb4a65","","Silbo;Rödingsträsk","Etnologi (60503)","Insamling och samlingsvård;Etnologi","","","","","","","","","","","","","","","","2019-01-25","2019-01-25","2019-02-15"
"1233245","Palm, Carl (Nordiska museet [877150])","Silhuetter i Nordiska museet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden : 1895 och 1896","63","76","1897","","","Stockholm","Samfundet för Nordiska Museets främjande","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-240","d6a7c70f-b6b1-4e2a-aaf5-3e5f314713b4","","Konst;Porträtt","Bildkonst (60401)","Nordiska museet","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-22"
"1233417","Palm, Carl (Nordiska museet [877150])","Silhuetter i Nordiska museet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden från Nordiska museet : 1897","126","130","1898","","","Stockholm","Artur Hazelius, Nordiska Museets styresman","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-269","41ac1803-3e38-4c23-ba15-86348ee4fedd","","Silhuettklippning;Porträtt","Bildkonst (60401)","Nordiska museet","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-21"
"1250591","Andersson, Torsten (Nordiska museet [877150])","Silver från Vä och Kristianstad","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","153","168","1944","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-938","cf9b0875-17d2-4730-a8a5-08234a76ca39","","Silver;Silversmide;Utställningsverksamhet","Etnologi (60503)","Kulturhistoria","","","","","","","","","","","","","","","","2018-09-24","2018-09-24","2018-10-17"
"1269851","Rehnberg, Mats (Nordiska museet [877150])","Singla slant, kronvägg och andra penninglekar","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museet och Skansens årsbok","169","200","1948","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1010","0cdaa4fa-29a8-4928-ad75-c184183698e5","","Lekar;Spel","Kulturstudier (60502)","Seder och bruk;Kulturhistoria","","","","","","","","","","","","","","","","2018-12-11","2018-12-11","2018-12-11"
"1245382","Keyland, Nils (Nordiska museet [877150])","Själnätsbindning och själfångst på Harön","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","156","172","1914","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-751","535aca3e-b6e4-4246-b2dd-145ca7e11764","","Jaktmetoder","Etnologi (60503)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-09-05","2018-09-05","2018-11-14"
"1233741","NN, nn (Nordiska museet [877150])","Skallordning från Reftele socken, Västbo härad i Småland","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden från Nordiska museet","55","62","1902","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-314","c09a88a9-58b5-4505-a700-218e5c99b42c","","Jakt","Etnologi (60503)","Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2018-07-19","2018-07-19","2018-11-21"
"1233743","Johansson, Gustaf (Nordiska museet [877150])","Skallordning från Västra Ny socken, Aska härad i Östergötland","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden från Nordiska museet : 1899 och 1900","63","66","1900","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-315","ea16c9e2-e52f-4a43-9a4a-d07e253d33f8","","Jakt","Etnologi (60503)","Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2018-07-19","2018-07-19","2018-11-21"
"1318741","Rosén, Bengt (Nordiska museet [877150])","Skansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Leva med naturen","157","179","1999","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1768","5923de7f-1b1c-4e0a-ab69-2b7651881ad6","","Skansen","Annan humaniora (605)","Skansen","","","","","","","","","","","","","","","","2019-05-28","2019-05-28","2019-05-29"
"1244937","Upmark, Gustaf (Nordiska museet [877150])","Skansen 25 år","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","97","194","1916","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-742","1b39ec02-d6bc-4334-a9cf-d554ddd60a24","","","Etnologi (60503)","Skansen","","","","","","","","","","","","","","","","2018-09-03","2018-09-03","2018-11-14"
"1266681","Arwidsson, Thorsten","Skansen blommar : en botanist på Skansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museet och Skansens årsbok","67","82","1946","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-975","903ea888-b4cf-4f89-8b7e-11a999e82b76","","Botanik;Blommor;Skansen","Botanik (10607)","Skansen;Kulturväxter och genetisk mångfald","","","","","","","","","","","","","","","","2018-11-29","2018-11-29","2018-11-29"
"1307398","Biörnstad, Arne (Nordiska museet [877150])","Skansen, industrin och vännerna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Tack vare våra vänner!","192","207","1993","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1690","35abf48c-b3a5-43cf-87d4-8c8f73539d09","","Museisamlingar;Skansen;Friluftsmuseer;Sverige","Annan humaniora (605)","Museologi;Skansen","","","","","","","","","","","","","","","","2019-04-26","2019-04-26","2019-05-02"
"1247465","Upmark, Gustaf (Nordiska museet [877150])","Skansen på Karl den XIIs tid","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","1","8","1922","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-839","4a2fe239-71fc-4205-91b7-3a9f6de622c3","","Friluftsmuséer","Etnologi (60503)","Skansen","","","","","","","","","","","","","","","","2018-09-12","2018-09-12","2018-11-14"
